epoch,volume_id,micro_dice,true_pixels,predicted_pixels,positive_slices,positive_slice_recall,positive_predicted_empty_pct,empty_slice_false_positive_pct
1,104,0.43653624040325145,69032,128372,122,0.8770491803278688,0.0,83.76327769347496
1,105,2.272572324562585e-11,0,44003,0,0.0,0.0,89.45233265720081
1,106,2.4201940995082118e-11,0,41319,0,0.0,0.0,87.4189364461738
1,107,0.05527056101091277,1473,28742,71,0.5633802816901409,14.084507042253522,81.57142857142857
1,108,0.7309349161226766,363698,373566,202,0.9603960396039604,3.4653465346534653,90.8256880733945
1,109,0.31411727417668317,18200,60675,131,0.8931297709923665,4.580152671755725,82.4
1,110,0.5633386679846973,31120,58233,130,0.9846153846153847,0.7692307692307693,76.96793002915452
1,111,0.07086546457956983,1830,33053,92,0.8043478260869565,3.260869565217391,85.79970104633782
1,112,0.007522868657043208,295,68030,26,0.8461538461538461,0.0,87.86206896551724
1,113,0.2679899291599041,21076,81398,135,0.8444444444444444,4.444444444444445,92.43937232524965
1,114,4.536587578617402e-11,0,22043,0,0.0,0.0,67.13947990543736
1,115,9.17852225783223e-12,0,108950,0,0.0,0.0,94.32624113475177
1,116,0.1638144115966159,152763,59233,133,0.849624060150376,5.2631578947368425,87.48387096774194
2,104,0.6003798306252335,69032,92619,122,0.9016393442622951,5.737704918032787,74.8103186646434
2,105,2.1965952772719033e-11,0,45525,0,0.0,0.0,55.172413793103445
2,106,6.300800201228606e-11,0,15871,0,0.0,0.0,57.45784695201038
2,107,0.20825852793698957,1473,5768,71,0.5492957746478874,26.760563380281692,20.857142857142858
2,108,0.6549870615496759,363698,226790,202,0.9405940594059405,5.445544554455446,21.10091743119266
2,109,0.5803186154554074,18200,24673,131,0.8244274809160306,8.396946564885496,31.2
2,110,0.703669043859052,31120,30858,130,0.9461538461538461,3.076923076923077,11.370262390670554
2,111,0.26249393507247765,1830,6414,92,0.717391304347826,10.869565217391305,27.3542600896861
2,112,0.011778971100762776,295,34343,26,0.7307692307692307,0.0,52.96551724137931
2,113,0.36728404388060426,21076,45118,135,0.8296296296296296,11.11111111111111,51.925820256776035
2,114,7.949125589865559e-10,0,1258,0,0.0,0.0,9.101654846335697
2,115,1.0127505291518949e-11,0,98741,0,0.0,0.0,79.55082742316785
2,116,0.05676024862483082,152763,76341,133,0.5864661654135338,27.06766917293233,69.16129032258064
3,104,0.4604761523948877,69032,43495,122,0.7622950819672131,3.278688524590164,51.289833080424884
3,105,1.4039028497256908e-10,0,7123,0,0.0,0.0,43.20486815415821
3,106,9.547450829716683e-11,0,10474,0,0.0,0.0,52.26977950713359
3,107,0.1726567165166977,1473,6902,71,0.5633802816901409,23.943661971830984,33.285714285714285
3,108,0.7079554801999228,363698,231992,202,0.9207920792079208,7.920792079207921,29.357798165137616
3,109,0.5987449850920945,18200,30405,131,0.9465648854961832,1.5267175572519085,39.36
3,110,0.736023320497107,31120,36117,130,0.9615384615384616,1.5384615384615385,23.9067055393586
3,111,0.2503519003367834,1830,8116,92,0.75,7.608695652173913,41.85351270553064
3,112,0.020027560953603345,295,10590,26,0.5,26.923076923076923,51.724137931034484
3,113,0.4613015929519492,21076,29585,135,0.7185185185185186,11.851851851851851,50.784593437945794
3,114,4.95049504705421e-10,0,2020,0,0.0,0.0,26.35933806146572
3,115,7.065140595798704e-11,0,14154,0,0.0,0.0,60.7565011820331
3,116,0.06365189796738892,152763,11097,133,0.47368421052631576,35.338345864661655,51.354838709677416
4,104,0.45606569313979156,69032,54573,122,0.7131147540983607,1.639344262295082,59.78755690440061
4,105,1.4334862383266217e-10,0,6976,0,0.0,0.0,48.6815415821501
4,106,5.7362473466565566e-11,0,17433,0,0.0,0.0,65.49935149156939
4,107,0.12810553322622897,1473,12172,71,0.6056338028169014,15.492957746478874,33.285714285714285
4,108,0.7360455397686326,363698,300337,202,0.9356435643564357,5.9405940594059405,30.581039755351682
4,109,0.6323826049315175,18200,27905,131,0.8931297709923665,3.053435114503817,34.72
4,110,0.6775611997154616,31120,45065,130,0.9769230769230769,0.7692307692307693,25.072886297376094
4,111,0.18164735363722848,1830,14135,92,0.8152173913043478,2.1739130434782608,38.714499252615845
4,112,0.009988745110791054,295,28137,26,0.5769230769230769,0.0,65.93103448275862
4,113,0.427018558308804,21076,40837,135,0.7925925925925926,5.925925925925926,52.49643366619116
4,114,3.5124692646601794e-10,0,2847,0,0.0,0.0,22.93144208037825
4,115,3.165959602255241e-11,0,31586,0,0.0,0.0,78.1323877068558
4,116,0.06961982613691646,152763,39912,133,0.7293233082706767,6.7669172932330826,78.70967741935483
5,104,0.4424622582823671,69032,77159,122,0.7868852459016393,4.098360655737705,87.10166919575114
5,105,4.368910830339075e-11,0,22889,0,0.0,0.0,75.5578093306288
5,106,1.2170484141711043e-11,0,82166,0,0.0,0.0,87.15953307392996
