volume_id,true_pixels,predicted_pixels,intersection_pixels,micro_dice,tumor_threshold,liver_threshold,dilation_kernel,mode
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.30000001192092896,11,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.30000001192092896,11,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.30000001192092896,11,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.30000001192092896,11,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.30000001192092896,11,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.30000001192092896,11,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.30000001192092896,11,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.30000001192092896,11,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.30000001192092896,11,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.30000001192092896,21,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.30000001192092896,21,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.30000001192092896,21,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.30000001192092896,21,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.30000001192092896,21,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.30000001192092896,21,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.30000001192092896,21,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.30000001192092896,21,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.30000001192092896,21,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.30000001192092896,21,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.30000001192092896,21,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.30000001192092896,21,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.30000001192092896,21,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.30000001192092896,31,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.30000001192092896,31,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.30000001192092896,31,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.30000001192092896,31,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.30000001192092896,31,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.30000001192092896,31,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.30000001192092896,31,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.30000001192092896,31,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.30000001192092896,31,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.30000001192092896,31,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.30000001192092896,31,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.30000001192092896,31,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.30000001192092896,31,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.4000000059604645,1,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.4000000059604645,1,liver_supported
106,0,1584,0,6.31313130914575e-10,0.05000000074505806,0.4000000059604645,1,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.4000000059604645,1,liver_supported
108,363698,251844,188534,0.612578832964099,0.05000000074505806,0.4000000059604645,1,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.4000000059604645,1,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.4000000059604645,1,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.4000000059604645,1,liver_supported
112,295,5041,157,0.05884557738777257,0.05000000074505806,0.4000000059604645,1,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.4000000059604645,1,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.4000000059604645,1,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.4000000059604645,1,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.4000000059604645,1,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.4000000059604645,5,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.4000000059604645,5,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.4000000059604645,5,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.4000000059604645,5,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.4000000059604645,5,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.4000000059604645,5,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.4000000059604645,5,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.4000000059604645,5,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.4000000059604645,5,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.4000000059604645,5,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.4000000059604645,5,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.4000000059604645,5,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.4000000059604645,5,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.4000000059604645,11,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.4000000059604645,11,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.4000000059604645,11,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.4000000059604645,11,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.4000000059604645,11,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.4000000059604645,11,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.4000000059604645,11,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.4000000059604645,11,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.4000000059604645,11,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.4000000059604645,11,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.4000000059604645,11,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.4000000059604645,11,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.4000000059604645,11,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.4000000059604645,21,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.4000000059604645,21,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.4000000059604645,21,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.4000000059604645,21,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.4000000059604645,21,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.4000000059604645,21,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.4000000059604645,21,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.4000000059604645,21,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.4000000059604645,21,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.4000000059604645,21,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.4000000059604645,21,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.4000000059604645,21,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.4000000059604645,21,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.4000000059604645,31,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.4000000059604645,31,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.4000000059604645,31,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.4000000059604645,31,liver_supported
108,363698,251899,188587,0.6126962931924413,0.05000000074505806,0.4000000059604645,31,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.4000000059604645,31,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.4000000059604645,31,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.4000000059604645,31,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.4000000059604645,31,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.4000000059604645,31,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.4000000059604645,31,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.4000000059604645,31,liver_supported
116,152763,761,0,6.513639561198811e-12,0.05000000074505806,0.4000000059604645,31,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.5,1,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.5,1,liver_supported
106,0,1577,0,6.341154086023364e-10,0.05000000074505806,0.5,1,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.5,1,liver_supported
108,363698,251656,188351,0.6121712055181048,0.05000000074505806,0.5,1,liver_supported
109,18200,22462,13070,0.6428606561496517,0.05000000074505806,0.5,1,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.5,1,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.5,1,liver_supported
112,295,5036,157,0.05890076926300867,0.05000000074505806,0.5,1,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.5,1,liver_supported
114,0,1,0,9.99999000001e-07,0.05000000074505806,0.5,1,liver_supported
115,0,5079,0,1.9688915136899207e-10,0.05000000074505806,0.5,1,liver_supported
116,152763,756,0,6.513851705609638e-12,0.05000000074505806,0.5,1,liver_supported
104,69032,482,9,0.00025894065943178444,0.05000000074505806,0.5,5,liver_supported
105,0,2404,0,4.159733775307931e-10,0.05000000074505806,0.5,5,liver_supported
106,0,1590,0,6.289308172145088e-10,0.05000000074505806,0.5,5,liver_supported
107,1473,4712,256,0.08278092173277592,0.05000000074505806,0.5,5,liver_supported
108,363698,251897,188585,0.6126917859962919,0.05000000074505806,0.5,5,liver_supported
109,18200,22467,13074,0.6429783362519247,0.05000000074505806,0.5,5,liver_supported
110,31120,25370,19913,0.705009736241724,0.05000000074505806,0.5,5,liver_supported
111,1830,4052,874,0.29717783078932714,0.05000000074505806,0.5,5,liver_supported
112,295,5044,157,0.05881251188259739,0.05000000074505806,0.5,5,liver_supported
113,21076,27227,13702,0.5673353622017818,0.05000000074505806,0.5,5,liver_supported
